age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
5985,23.0,Virginia Commonwealth,2009,1,20,Eric Maynor,190.5,OKC
5986,32.0,Arizona State,2000,2,37,Eddie House,185.42,NYK
5987,21.0,Texas A&M,2008,2,35,DeAndre Jordan,210.82,LAC
5988,24.0,None,2004,1,19,Dorell Wright,205.74,MIA
5989,24.0,Fresno State,2007,2,47,Dominic McGuire,205.74,SAC
5990,20.0,Southern California,2009,1,9,DeMar DeRozan,200.66,TOR
5991,23.0,Missouri,2009,1,27,DeMarre Carroll,203.2,MEM
5992,28.0,None,2001,1,8,DeSagana Diop,213.36,CHA
5993,29.0,None,2000,1,23,DeShawn Stevenson,195.58,DAL
5994,26.0,Saint Joseph's,2004,1,24,Delonte West,190.5,CLE
5995,35.0,Arkansas-Little Rock,1996,1,24,Derek Fisher,185.42,LAL
5996,22.0,Syracuse,2008,1,28,Donte Greene,210.82,SAC
5997,26.0,Illinois,2005,1,3,Deron Williams,190.5,UTA
5998,21.0,Memphis,2008,1,1,Derrick Rose,190.5,CHI
5999,32.0,Oklahoma State,2000,1,17,Desmond Mason,195.58,SAC
6000,32.0,Augsburg,1999,1,23,Devean George,203.2,GSW
6001,31.0,Texas-San Antonio,Undrafted,Undrafted,Undrafted,Devin Brown,195.58,CHI
6002,27.0,Wisconsin,2004,1,5,Devin Harris,190.5,NJN
6003,32.0,None,1998,1,9,Dirk Nowitzki,213.36,DAL
6004,22.0,Xavier,2009,2,40,Derrick Brown,203.2,CHA
6005,25.0,Texas A&M,2007,1,11,Acie Law,190.5,CHI
6006,25.0,Gonzaga,2006,1,3,Adam Morrison,203.2,LAL
6007,30.0,None,1998,1,25,Al Harrington,205.74,NYK
6008,26.0,Tennessee,Undrafted,Undrafted,Undrafted,C.J. Watson,187.96,GSW
6009,21.0,Ohio State,2009,1,24,Byron Mullens,213.36,OKC
6010,22.0,Stanford,2008,1,10,Brook Lopez,213.36,NJN
6011,34.0,Baylor,1998,1,22,Brian Skinner,205.74,LAC
6012,32.0,Southern California,2001,2,34,Brian Scalabrine,205.74,BOS
6013,29.0,Illinois,2003,1,24,Brian Cook,205.74,HOU
6014,23.0,None,2005,2,34,CJ Miles,198.12,UTA
6015,33.0,Purdue,2000,2,44,Brian Cardinal,203.2,MIN
6016,24.0,Kansas,2008,1,13,Brandon Rush,198.12,IND
6017,25.0,Washington,2006,1,6,Brandon Roy,198.12,POR
6018,20.0,None,2009,1,10,Brandon Jennings,185.42,MIL
6019,25.0,Louisiana State,2005,2,33,Brandon Bass,203.2,ORL
6020,34.0,Purdue,Undrafted,Undrafted,Undrafted,Brad Miller,213.36,CHI
6021,28.0,None,2003,1,21,Boris Diaw,203.2,CHA
6022,30.0,North Carolina,2001,1,20,Brendan Haywood,213.36,DAL
6023,30.0,DePaul,2001,2,41,Bobby Simmons,198.12,NJN
6024,26.0,Purdue,2007,2,31,Carl Landry,205.74,SAC
6025,28.0,Duke,2002,2,34,Carlos Boozer,205.74,UTA
6026,27.0,Duke,2004,2,38,Chris Duhon,185.42,NYK
6027,23.0,Memphis,2008,2,40,Chris Douglas-Roberts,200.66,NJN
6028,26.0,Georgia Tech,2003,1,4,Chris Bosh,208.28,TOR
6029,31.0,Blinn,Undrafted,Undrafted,Undrafted,Chris Andersen,208.28,DEN
6030,33.0,Colorado,1997,1,3,Chauncey Billups,190.5,DEN
6031,22.0,Arizona,2009,2,44,Chase Budinger,200.66,HOU
6032,30.0,Florida International,Undrafted,Undrafted,Undrafted,Carlos Arroyo,187.96,MIA
6033,25.0,Connecticut,2005,1,7,Charlie Villanueva,210.82,DET
6034,27.0,Arizona,2005,1,8,Channing Frye,210.82,PHX
6035,24.0,Cleveland State,Undrafted,Undrafted,Undrafted,Cedric Jackson,190.5,WAS
6036,25.0,Kansas State,Undrafted,Undrafted,Undrafted,Cartier Martin,200.66,WAS
6037,30.0,Connecticut,2002,1,10,Caron Butler,200.66,DAL
6038,26.0,Syracuse,2003,1,3,Carmelo Anthony,203.2,DEN
6039,27.0,None,2003,1,25,Carlos Delfino,198.12,MIL
6040,31.0,Michigan State,Undrafted,Undrafted,Undrafted,Charlie Bell,190.5,MIL
6041,25.0,Cal State-Fullerton,Undrafted,Undrafted,Undrafted,Bobby Brown,187.96,LAC
6042,27.0,None,2004,1,28,Beno Udrih,190.5,SAC
6043,35.0,Virginia Union,Undrafted,Undrafted,Undrafted,Ben Wallace,205.74,DET
6044,24.0,None,2006,1,1,Andrea Bargnani,213.36,TOR
6045,34.0,Utah,1999,1,8,Andre Miller,187.96,POR
6046,26.0,Arizona,2004,1,9,Andre Iguodala,198.12,PHI
6047,23.0,None,2005,2,49,Andray Blatche,210.82,WAS
6048,27.0,None,2004,2,30,Anderson Varejao,210.82,CLE
6049,23.0,None,2005,2,56,Amir Johnson,205.74,TOR
6050,29.0,None,1999,1,24,Andrei Kirilenko,205.74,UTA
6051,27.0,None,2002,1,9,Amar'e Stoudemire,208.28,PHX
6052,35.0,Georgetown,1996,1,1,Allen Iverson,182.88,PHI
6053,22.0,None,2008,1,20,Alexis Ajinca,213.36,CHA
6054,26.0,Wisconsin,2007,1,29,Alando Tucker,198.12,MIN
6055,26.0,Florida State,2007,1,14,Al Thornton,203.2,WAS
6056,25.0,None,2004,1,15,Al Jefferson,208.28,MIN
6057,24.0,Florida,2007,1,3,Al Horford,208.28,ATL
6058,23.0,Alabama,Undrafted,Undrafted,Undrafted,Alonzo Gee,198.12,WAS
6059,30.0,None,Undrafted,Undrafted,Undrafted,Andres Nocioni,200.66,SAC
6060,25.0,Utah,2005,1,1,Andrew Bogut,213.36,MIL
6061,22.0,None,2005,1,10,Andrew Bynum,213.36,LAL
6062,27.0,Connecticut,2004,1,3,Ben Gordon,190.5,DET
6063,31.0,UCLA,1999,1,3,Baron Davis,190.5,LAC
6064,22.0,Gonzaga,2009,1,15,Austin Daye,210.82,DET
6065,24.0,UCLA,2007,1,27,Arron Afflalo,195.58,DEN
6066,35.0,Alabama,1995,1,2,Antonio McDyess,205.74,SAS
6067,25.0,Memphis,Undrafted,Undrafted,Undrafted,Antonio Anderson,198.12,OKC
6068,26.0,Texas A&M,2005,1,15,Antoine Wright,200.66,TOR
6069,25.0,Creighton,Undrafted,Undrafted,Undrafted,Anthony Tolliver,205.74,GSW
6070,20.0,Louisiana State,2008,1,14,Anthony Randolph,208.28,GSW
6071,35.0,Bradley,1997,1,21,Anthony Parker,198.12,CLE
6072,24.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Anthony Morrow,195.58,GSW
6073,35.0,College of Charleston,1997,2,39,Anthony Johnson,190.5,ORL
6074,35.0,Hawaii,Undrafted,Undrafted,Undrafted,Anthony Carter,187.96,DEN
6075,34.0,North Carolina,1998,1,4,Antawn Jamison,205.74,CLE
6076,24.0,None,2004,1,11,Andris Biedrins,210.82,GSW
6077,34.0,Mississippi State,1996,1,10,Erick Dampier,210.82,DAL
6078,23.0,None,2005,2,36,Ersan Ilyasova,208.28,MIL
6079,32.0,Syracuse,2000,1,12,Etan Thomas,208.28,OKC
6080,35.0,None,Undrafted,Undrafted,Undrafted,Fabricio Oberto,208.28,WAS
6081,25.0,None,2003,1,27,Kendrick Perkins,208.28,BOS
6082,32.0,New Mexico,1999,1,22,Kenny Thomas,200.66,SAC
6083,32.0,Cincinnati,2000,1,1,Kenyon Martin,205.74,DEN
6084,21.0,Texas,2007,1,2,Kevin Durant,205.74,OKC
6085,34.0,None,1995,1,5,Kevin Garnett,210.82,BOS
6086,21.0,UCLA,2008,1,5,Kevin Love,208.28,MIN
6087,26.0,Kentucky,Undrafted,Undrafted,Undrafted,Kelenna Azubuike,195.58,GSW
6088,27.0,Western Carolina,2004,1,26,Kevin Martin,200.66,HOU
6089,30.0,Missouri,2000,1,10,Keyon Dooling,190.5,NJN
6090,29.0,Kansas,2003,1,7,Kirk Hinrich,190.5,CHI
6091,31.0,None,1996,1,13,Kobe Bryant,198.12,LAL
6092,21.0,Ohio State,2008,1,23,Kosta Koufos,213.36,UTA
6093,25.0,Minnesota,2004,1,14,Kris Humphries,205.74,NJN
6094,37.0,Texas Christian,1995,1,10,Kurt Thomas,205.74,MIL
6095,37.0,Connecticut,Undrafted,Undrafted,Undrafted,Kevin Ollie,187.96,OKC
6096,28.0,None,2001,1,1,Kwame Brown,210.82,DET
6097,30.0,Kentucky,2003,2,43,Keith Bogans,195.58,SAS
6098,37.0,Michigan,1994,1,5,Juwan Howard,205.74,POR
6099,23.0,Washington,2009,2,38,Jon Brockman,200.66,SAC
6100,23.0,None,2009,2,39,Jonas Jerebko,208.28,DET
6101,29.0,None,1999,1,5,Jonathan Bender,213.36,NYK
6102,21.0,Syracuse,2009,1,6,Jonny Flynn,182.88,MIN
6103,23.0,UCLA,2006,1,26,Jordan Farmar,187.96,LAL
6104,22.0,Arizona,2009,1,8,Jordan Hill,208.28,HOU
6105,29.0,Missouri,2002,1,20,Kareem Rush,198.12,LAC
6106,28.0,None,Undrafted,Undrafted,Undrafted,Jose Calderon,190.5,TOR
6107,30.0,Wake Forest,2003,1,29,Josh Howard,200.66,WAS
6108,23.0,Duke,2007,2,37,Josh McRoberts,208.28,IND
6109,27.0,North Carolina State,Undrafted,Undrafted,Undrafted,Josh Powell,205.74,LAL
6110,24.0,None,2004,1,17,Josh Smith,205.74,ATL
6111,20.0,UCLA,2009,1,17,Jrue Holiday,193.04,PHI
6112,23.0,Kansas,2007,1,13,Julian Wright,203.2,NOH
6113,25.0,Connecticut,2006,1,23,Josh Boone,208.28,NJN
6114,29.0,Creighton,2003,2,51,Kyle Korver,200.66,UTA
6115,24.0,Villanova,2006,1,24,Kyle Lowry,182.88,HOU
6116,24.0,Washington State,2008,2,38,Kyle Weaver,198.12,OKC
6117,32.0,None,1999,2,57,Manu Ginobili,198.12,SAS
6118,25.0,None,2007,2,48,Marc Gasol,215.9,MEM
6119,26.0,None,2005,2,57,Marcin Gortat,210.82,ORL
6120,24.0,None,2007,1,18,Marco Belinelli,195.58,TOR
6121,28.0,Nevada-Las Vegas,2003,1,13,Marcus Banks,187.96,TOR
6122,36.0,Massachusetts,1996,1,2,Marcus Camby,210.82,POR
6123,23.0,Oregon,2008,2,48,Malik Hairston,198.12,SAS
6124,29.0,Tennessee,2002,1,13,Marcus Haislip,208.28,SAS
6125,23.0,Louisiana State,2009,2,43,Marcus Thornton,193.04,NOH
6126,24.0,Connecticut,2006,1,22,Marcus Williams,190.5,MEM
6127,25.0,Temple,2006,1,29,Mardy Collins,198.12,LAC
6128,24.0,Kansas,2008,2,34,Mario Chalmers,185.42,MIA
6129,26.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Mario West,195.58,ATL
6130,29.0,Auburn,Undrafted,Undrafted,Undrafted,Marquis Daniels,198.12,BOS
6131,24.0,Wisconsin,Undrafted,Undrafted,Undrafted,Marcus Landry,200.66,BOS
6132,32.0,Villanova,Undrafted,Undrafted,Undrafted,Malik Allen,208.28,DEN
6133,27.0,Illinois,2005,1,24,Luther Head,190.5,IND
6134,25.0,Duke,2004,1,7,Luol Deng,205.74,CHI
6135,23.0,None,2007,2,38,Kyrylo Fesenko,215.9,UTA
6136,24.0,Texas,2006,1,2,LaMarcus Aldridge,210.82,POR
6137,30.0,Rhode Island,1999,1,4,Lamar Odom,208.28,LAL
6138,31.0,Saint Louis,1998,1,8,Larry Hughes,195.58,CHA
6139,25.0,None,2003,1,1,LeBron James,203.2,CLE
6140,27.0,None,2003,1,28,Leandro Barbosa,190.5,PHX
6141,26.0,California,2006,2,49,Leon Powe,203.2,CLE
6142,25.0,Tennessee-Martin,2009,2,58,Lester Hudson,190.5,MEM
6143,39.0,Jackson State,1993,1,10,Lindsey Hunter,187.96,CHI
6144,27.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Lou Amundson,205.74,PHX
6145,23.0,None,2005,2,45,Lou Williams,185.42,PHI
6146,23.0,UCLA,2008,2,37,Luc Mbah a Moute,203.2,MIL
6147,30.0,None,2002,2,55,Luis Scola,205.74,HOU
6148,29.0,Oregon,2003,1,14,Luke Ridnour,187.96,MIL
6149,30.0,Arizona,2003,2,32,Luke Walton,203.2,LAL
6150,30.0,Miami (FL),2002,1,26,John Salmons,198.12,MIL
6151,23.0,None,2005,1,6,Martell Webster,200.66,POR
6152,24.0,None,2005,1,25,Johan Petro,213.36,DEN
6153,26.0,Memphis,2008,2,33,Joey Dorsey,203.2,SAC
6154,23.0,None,2005,1,28,Ian Mahinmi,210.82,SAS
6155,32.0,Portland State,Undrafted,Undrafted,Undrafted,Ime Udoka,195.58,SAC
6156,26.0,Northeastern,Undrafted,Undrafted,Undrafted,J.J. Barea,182.88,DAL
6157,25.0,New Mexico,2008,1,30,J.R. Giddens,195.58,NYK
6158,21.0,North Carolina State,2008,1,19,JJ Hickson,205.74,CLE
6159,26.0,Duke,2006,1,11,JJ Redick,193.04,ORL
6160,25.0,Connecticut,2006,1,12,Hilton Armstrong,210.82,HOU
6161,24.0,None,2004,1,18,JR Smith,198.12,DEN
6162,32.0,Kentucky,2000,1,19,Jamaal Magloire,210.82,MIA
6163,32.0,Iowa State,2001,1,27,Jamaal Tinsley,190.5,MEM
6164,30.0,Michigan,2000,1,8,Jamal Crawford,195.58,ATL
6165,30.0,Meridian Community College,Undrafted,Undrafted,Undrafted,Jamario Moon,203.2,CLE
6166,28.0,Saint Joseph's,2004,1,20,Jameer Nelson,182.88,ORL
6167,20.0,Arizona State,2009,1,3,James Harden,195.58,OKC
6168,22.0,Nevada,2008,1,18,JaVale McGee,213.36,WAS
6169,23.0,Wake Forest,2009,1,16,James Johnson,205.74,CHI
6170,22.0,Kansas State,2008,2,47,Henry Walker,198.12,NYK
6171,23.0,Connecticut,2009,1,2,Hasheem Thabeet,220.98,MEM
6172,30.0,Shaw,2002,2,41,Flip Murray,190.5,CHI
6173,34.0,California,1999,2,41,Francisco Elson,213.36,PHI
6174,28.0,Louisville,2005,1,23,Francisco Garcia,200.66,SAC
6175,24.0,Louisiana State,Undrafted,Undrafted,Undrafted,Garrett Temple,198.12,SAS
6176,24.0,Indiana Purdue-Indianapolis,2008,1,26,George Hill,187.96,SAS
6177,22.0,Duke,2009,1,12,Gerald Henderson,195.58,CHA
6178,31.0,None,2000,1,16,Hedo Turkoglu,208.28,TOR
6179,27.0,Alabama,2001,1,25,Gerald Wallace,200.66,CHA
6180,24.0,Louisiana State,2007,2,35,Glen Davis,205.74,BOS
6181,24.0,None,2008,2,45,Goran Dragic,190.5,PHX
6182,37.0,Duke,1994,1,3,Grant Hill,203.2,PHX
6183,22.0,Ohio State,2007,1,1,Greg Oden,213.36,POR
6184,27.0,Syracuse,2005,1,19,Hakim Warrick,205.74,CHI
6185,25.0,None,Undrafted,Undrafted,Undrafted,Hamed Haddadi,218.44,MEM
6186,28.0,Arizona,2001,2,30,Gilbert Arenas,193.04,WAS
6187,29.0,Miami (FL),2003,2,49,James Jones,203.2,MIA
6188,33.0,Xavier,1999,1,18,James Posey,203.2,NOH
6189,28.0,Murray State,Undrafted,Undrafted,Undrafted,James Singleton,203.2,WAS
6190,33.0,Texas State,1999,1,21,Jeff Foster,210.82,IND
6191,23.0,Georgetown,2007,1,5,Jeff Green,205.74,OKC
6192,22.0,Wake Forest,2009,1,19,Jeff Teague,187.96,ATL
6193,31.0,None,1996,1,17,Jermaine O'Neal,210.82,MIA
6194,23.0,Central Florida,2009,2,32,Jermaine Taylor,193.04,HOU
6195,35.0,North Carolina,1995,1,3,Jerry Stackhouse,198.12,MIL
6196,23.0,Arizona State,2009,2,31,Jeff Ayres,205.74,POR
6197,21.0,Arizona,2008,1,11,Jerryd Bayless,190.5,POR
6198,22.0,Kentucky,2009,2,41,Jodie Meeks,193.04,PHI
6199,23.0,West Virginia,2008,1,8,Joe Alexander,203.2,CHI
6200,29.0,Arkansas,2001,1,10,Joe Johnson,200.66,ATL
6201,34.0,Maryland,1995,1,1,Joe Smith,208.28,ATL
6202,27.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Joel Anthony,205.74,MIA
6203,30.0,Minnesota,2000,1,9,Joel Przybilla,215.9,POR
6204,25.0,Florida,2007,1,9,Joakim Noah,210.82,CHI
6205,27.0,North Carolina,Undrafted,Undrafted,Undrafted,Jawad Williams,205.74,CLE
6206,34.0,Florida,1998,1,7,Jason Williams,185.42,ORL
6207,23.0,Rider,2008,1,12,Jason Thompson,210.82,SAC
6208,24.0,Oklahoma State,2007,2,51,JamesOn Curry,190.5,LAC
6209,30.0,Arkansas,Undrafted,Undrafted,Undrafted,Jannero Pargo,185.42,CHI
6210,24.0,Boston College,2007,1,22,Jared Dudley,200.66,PHX
6211,28.0,Indiana,2002,1,11,Jared Jeffries,210.82,HOU
6212,26.0,Georgia Tech,2005,1,22,Jarrett Jack,190.5,TOR
6213,31.0,Stanford,2001,2,52,Jarron Collins,210.82,PHX
6214,28.0,Georgia,2003,1,10,Jarvis Hayes,203.2,NJN
6215,31.0,Stanford,2001,1,18,Jason Collins,213.36,ATL
6216,32.0,Syracuse,2000,2,49,Jason Hart,190.5,NOH
6217,29.0,UCLA,2003,2,31,Jason Kapono,203.2,PHI
6218,37.0,California,1994,1,2,Jason Kidd,193.04,DAL
6219,27.0,Cincinnati,2005,1,26,Jason Maxiell,200.66,DET
6220,29.0,Michigan State,2001,1,5,Jason Richardson,198.12,PHX
6221,24.0,Colorado State,2007,1,20,Jason Smith,213.36,PHI
6222,32.0,Arizona,1999,1,10,Jason Terry,187.96,DAL
6223,28.0,Oklahoma State,2005,1,16,Joey Graham,200.66,DEN
6224,22.0,Washington,2007,1,10,Spencer Hawes,215.9,SAC
6225,24.0,Nevada,2007,2,56,Ramon Sessions,190.5,MIN
6226,22.0,South Florida,2010,1,25,Dominique Jones,195.58,DAL
6227,34.0,Colorado,1997,1,3,Chauncey Billups,190.5,NYK
6228,32.0,Blinn,Undrafted,Undrafted,Undrafted,Chris Andersen,208.28,DEN
6229,27.0,Georgia Tech,2003,1,4,Chris Bosh,210.82,MIA
6230,24.0,Memphis,2008,2,40,Chris Douglas-Roberts,200.66,MIL
6231,28.0,Duke,2004,2,38,Chris Duhon,185.42,ORL
6232,25.0,Louisiana State,Undrafted,Undrafted,Undrafted,Chris Johnson,210.82,POR
6233,29.0,Central Michigan,2003,1,6,Chris Kaman,213.36,LAC
6234,26.0,Wake Forest,2005,1,4,Chris Paul,182.88,NOH
6235,27.0,Notre Dame,Undrafted,Undrafted,Undrafted,Chris Quinn,187.96,SAS
6236,28.0,Maryland,2002,1,8,Chris Wilcox,208.28,DET
6237,22.0,None,2009,1,30,Christian Eyenga,195.58,CLE
6238,23.0,Arizona,2009,2,44,Chase Budinger,200.66,HOU
6239,28.0,Kentucky,Undrafted,Undrafted,Undrafted,Chuck Hayes,198.12,HOU
6240,25.0,Florida,2007,1,7,Corey Brewer,205.74,DAL
6241,31.0,Duke,1999,1,13,Corey Maggette,198.12,MIL
6242,25.0,Western Kentucky,2008,1,22,Courtney Lee,195.58,HOU
6243,23.0,Iowa State,2010,1,21,Craig Brackins,208.28,PHI
6244,27.0,Boston College,2006,2,36,Craig Smith,200.66,LAC
6245,23.0,Texas,2008,1,9,D.J. Augustin,182.88,CHA
6246,30.0,None,Undrafted,Undrafted,Undrafted,DJ Mbenga,213.36,NOH
6247,24.0,Indiana,2008,1,29,DJ White,205.74,CHA
6248,23.0,Georgetown,2009,2,35,DaJuan Summers,203.2,DET
6249,24.0,Ohio State,2007,1,21,Daequan Cook,195.58,OKC
6250,30.0,Duke,2003,1,20,Dahntay Jones,198.12,IND
6251,22.0,Kansas,2010,1,11,Cole Aldrich,210.82,OKC
6252,31.0,Georgia,Undrafted,Undrafted,Undrafted,Damien Wilkins,198.12,ATL
6253,26.0,Connecticut,2005,1,7,Charlie Villanueva,210.82,DET
6254,28.0,Arizona,2005,1,8,Channing Frye,210.82,PHX
6255,22.0,Oklahoma,2009,1,1,Blake Griffin,208.28,LAC
6256,31.0,DePaul,2001,2,41,Bobby Simmons,198.12,SAS
6257,29.0,None,2003,1,21,Boris Diaw,203.2,CHA
6258,35.0,Purdue,Undrafted,Undrafted,Undrafted,Brad Miller,213.36,HOU
6259,23.0,North Carolina,2007,1,8,Brandan Wright,208.28,NJN
6260,26.0,Louisiana State,2005,2,33,Brandon Bass,203.2,ORL
6261,21.0,None,2009,1,10,Brandon Jennings,185.42,MIL
6262,26.0,Washington,2006,1,6,Brandon Roy,198.12,POR
6263,25.0,Kansas,2008,1,13,Brandon Rush,198.12,IND
6264,34.0,Purdue,2000,2,44,Brian Cardinal,203.2,DAL
6265,30.0,Illinois,2003,1,24,Brian Cook,205.74,LAC
6266,32.0,Michigan State,Undrafted,Undrafted,Undrafted,Charlie Bell,190.5,GSW
6267,33.0,Southern California,2001,2,34,Brian Scalabrine,205.74,CHI
6268,23.0,Stanford,2008,1,10,Brook Lopez,213.36,NJN
6269,22.0,Ohio State,2009,1,24,Byron Mullens,213.36,OKC
6270,27.0,Tennessee,Undrafted,Undrafted,Undrafted,C.J. Watson,187.96,CHI
6271,24.0,None,2005,2,34,CJ Miles,198.12,UTA
6272,27.0,Purdue,2007,2,31,Carl Landry,205.74,NOH
6273,31.0,Florida International,Undrafted,Undrafted,Undrafted,Carlos Arroyo,187.96,BOS
6274,29.0,Duke,2002,2,34,Carlos Boozer,205.74,CHI
6275,28.0,None,2003,1,25,Carlos Delfino,198.12,MIL
6276,27.0,Syracuse,2003,1,3,Carmelo Anthony,203.2,NYK
6277,31.0,Connecticut,2002,1,10,Caron Butler,200.66,DAL
6278,26.0,Kansas State,Undrafted,Undrafted,Undrafted,Cartier Martin,200.66,WAS
6279,35.0,Baylor,1998,1,22,Brian Skinner,205.74,MIL
6280,23.0,Texas,2010,1,24,Damion James,200.66,NJN
6281,33.0,UCLA,2002,2,33,Dan Gadzuric,210.82,NJN
6282,25.0,Texas,2006,2,42,Daniel Gibson,187.96,CLE
6283,33.0,None,1998,1,9,Dirk Nowitzki,213.36,DAL
6284,26.0,UCLA,2006,2,50,Ryan Hollins,213.36,CLE
6285,28.0,Providence,2005,2,50,Ryan Gomes,200.66,LAC
6286,23.0,California,2008,1,21,Ryan Anderson,208.28,ORL
6287,22.0,UCLA,2008,1,4,Russell Westbrook,190.5,OKC
6288,24.0,Connecticut,2006,1,8,Rudy Gay,203.2,MEM
6289,26.0,None,2007,1,24,Rudy Fernandez,198.12,POR
6290,29.0,Texas,2004,2,37,Royal Ivey,193.04,OKC
6291,24.0,Georgetown,2008,1,17,Roy Hibbert,218.44,IND
6292,28.0,Gonzaga,2005,2,37,Ronny Turiaf,208.28,NYK
6293,28.0,Utah Valley,Undrafted,Undrafted,Undrafted,Ronnie Price,187.96,UTA
6294,23.0,Texas,2010,2,32,Dexter Pittman,210.82,MIA
6295,26.0,Arkansas,2006,1,14,Ronnie Brewer,200.66,CHI
6296,30.0,Virginia,2002,2,30,Roger Mason Jr.,195.58,NYK
6297,23.0,None,2009,1,25,Rodrigue Beaubois,187.96,DAL
6298,25.0,Eastern Washington,2007,1,15,Rodney Stuckey,195.58,DET
6299,27.0,Memphis,2006,1,16,Rodney Carney,200.66,MEM
6300,23.0,Stanford,2008,1,15,Robin Lopez,213.36,PHX
6301,31.0,Arizona,2001,1,13,Richard Jefferson,200.66,SAS
6302,33.0,Connecticut,1999,1,7,Richard Hamilton,200.66,DET
6303,26.0,South Carolina,2006,1,20,Renaldo Balkman,203.2,NYK
6304,24.0,Virginia Military Institute,Undrafted,Undrafted,Undrafted,Reggie Williams,201.0,GSW
6305,31.0,Iowa,Undrafted,Undrafted,Undrafted,Reggie Evans,203.2,TOR
6306,27.0,North Carolina,2005,1,5,Raymond Felton,185.42,DEN
6307,30.0,Louisiana State,Undrafted,Undrafted,Undrafted,Ronald Dupree,200.66,TOR
6308,28.0,Wisconsin,2004,1,5,Devin Harris,190.5,UTA
6309,21.0,West Virginia,2010,2,43,Devin Ebanks,205.74,LAL
6310,22.0,Memphis,2008,1,1,Derrick Rose,190.5,CHI
6311,22.0,None,2008,1,6,Danilo Gallinari,208.28,DEN
6312,28.0,New Mexico,2005,1,17,Danny Granger,203.2,IND
6313,24.0,North Carolina,2009,2,46,Danny Green,198.12,SAS
6314,24.0,Villanova,2009,2,33,Dante Cunningham,203.2,CHA
6315,33.0,Wake Forest,2002,2,49,Darius Songaila,205.74,PHI
6316,26.0,None,2003,1,2,Darko Milicic,213.36,MIN
6317,25.0,Kansas,2008,2,52,Darnell Jackson,205.74,SAC
6318,23.0,Kansas,2008,1,27,Darrell Arthur,205.74,MEM
6319,23.0,UCLA,2009,1,21,Darren Collison,182.88,IND
6320,31.0,None,2002,2,36,David Andersen,210.82,NOH
6321,28.0,Florida,2005,1,30,David Lee,205.74,GSW
6322,30.0,Xavier,2003,1,18,David West,205.74,NOH
6323,22.0,Texas A&M,2008,2,35,DeAndre Jordan,210.82,LAC
6324,22.0,Pittsburgh,2009,2,37,DeJuan Blair,200.66,SAS
6325,21.0,Southern California,2009,1,9,DeMar DeRozan,200.66,TOR
6326,20.0,Kentucky,2010,1,5,DeMarcus Cousins,210.82,SAC
6327,24.0,Missouri,2009,1,27,DeMarre Carroll,203.2,HOU
6328,29.0,None,2001,1,8,DeSagana Diop,213.36,CHA
6329,30.0,None,2000,1,23,DeShawn Stevenson,195.58,DAL
6330,27.0,Saint Joseph's,2004,1,24,Delonte West,190.5,BOS
6331,36.0,Arkansas-Little Rock,1996,1,24,Derek Fisher,185.42,LAL
6332,27.0,Illinois,2005,1,3,Deron Williams,190.5,NJN
6333,23.0,Xavier,2009,2,40,Derrick Brown,203.2,NYK
6334,23.0,Texas-El Paso,2010,2,58,Derrick Caracter,205.74,LAL
6335,19.0,Georgia Tech,2010,1,3,Derrick Favors,208.28,UTA
6336,28.0,None,2004,1,28,Beno Udrih,190.5,SAC
6337,36.0,Virginia Union,Undrafted,Undrafted,Undrafted,Ben Wallace,205.74,DET
6338,23.0,Tulsa,Undrafted,Undrafted,Undrafted,Ben Uzoh,190.5,NJN
6339,28.0,Connecticut,2004,1,3,Ben Gordon,190.5,DET
6340,32.0,None,1997,1,9,Tracy McGrady,203.2,DET
6341,29.0,None,2001,1,28,Tony Parker,187.96,SAS
6342,35.0,Texas Tech,1997,1,5,Tony Battie,210.82,PHI
6343,29.0,Oklahoma State,2004,1,25,Tony Allen,193.04,MEM
6344,25.0,Florida State,2009,1,29,Toney Douglas,187.96,NYK
6345,24.0,None,Undrafted,Undrafted,Undrafted,Timofey Mozgov,215.9,DEN
6346,35.0,Wake Forest,1997,1,1,Tim Duncan,210.82,SAS
6347,26.0,None,2007,1,28,Tiago Splitter,210.82,SAS
6348,38.0,Wyoming,1995,1,18,Theo Ratliff,208.28,LAL
6349,23.0,Georgia Tech,2007,1,12,Thaddeus Young,203.2,PHI
6350,27.0,None,2006,1,13,Thabo Sefolosha,200.66,OKC
6351,26.0,None,2003,1,23,Travis Outlaw,205.74,NJN
6352,24.0,Louisville,2009,1,11,Terrence Williams,198.12,HOU
6353,26.0,Southern California,2009,1,26,Taj Gibson,205.74,CHI
6354,28.0,Texas,2003,1,8,T.J. Ford,182.88,IND
6355,25.0,Georgia,Undrafted,Undrafted,Undrafted,Sundiata Gaines,185.42,NJN
6356,28.0,Marquette,2006,2,32,Steve Novak,208.28,SAS
6357,37.0,Santa Clara,1996,1,15,Steve Nash,190.5,PHX
6358,31.0,Maryland,2003,2,38,Steve Blake,190.5,LAL
6359,33.0,Butler Community College,1997,2,42,Stephen Jackson,203.2,CHA
6360,29.0,Oklahoma State,Undrafted,Undrafted,Undrafted,Stephen Graham,198.12,NJN
6361,23.0,Davidson,2009,1,7,Stephen Curry,190.5,GSW
