age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
1244,29.0,La Salle,1991,2,40,Doug Overton,190.5,PHI
1245,32.0,Villanova,1989,2,38,Doug West,198.12,VAN
1246,26.0,Georgia Tech,1996,2,57,Drew Barry,195.58,SEA
1247,31.0,Temple,1990,1,18,Duane Causwell,213.36,MIA
1248,34.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Duane Ferrell,200.66,GSW
1249,30.0,Florida,1990,1,24,Dwayne Schintzius,218.44,BOS
1250,23.0,Eastern Michigan,Undrafted,Undrafted,Undrafted,Earl Boykins,165.1,CLE
1251,23.0,California,1997,1,22,Ed Gray,190.5,ATL
1252,31.0,Nevada-Las Vegas,1991,1,12,Greg Anthony,185.42,POR
1253,24.0,North Carolina,1998,2,34,Shammond Williams,185.42,ATL
1254,30.0,Texas-El Paso,1990,2,35,Greg Foster,210.82,UTA
1255,26.0,Kansas,1995,1,28,Greg Ostertag,218.44,UTA
1256,23.0,Florida A&M,1998,2,36,Jerome James,215.9,SAC
1257,37.0,Longwood,1984,2,46,Jerome Kersey,200.66,SAS
1258,26.0,Georgetown,1996,1,26,Jerome Williams,205.74,DET
1259,24.0,North Carolina,1995,1,3,Jerry Stackhouse,198.12,DET
1260,28.0,Ohio State,1992,1,4,Jim Jackson,198.12,POR
1261,26.0,Marquette,1994,2,32,Jim McIlvaine,215.9,NJN
1262,29.0,Purdue,1991,2,39,Jimmy Oliver,195.58,PHX
1263,36.0,McNeese State,1985,1,18,Joe Dumars,190.5,DET
1264,37.0,Arkansas,1985,1,6,Joe Kleine,213.36,PHX
1265,23.0,Maryland,1995,1,1,Joe Smith,208.28,MIN
1266,34.0,North Carolina,1987,1,13,Joe Wolf,210.82,CHH
1267,27.0,Boise State,Undrafted,Undrafted,Undrafted,John Coker,213.36,WAS
1268,29.0,Virginia,Undrafted,Undrafted,Undrafted,John Crotty,187.96,SEA
1269,20.0,None,1996,1,17,Jermaine O'Neal,210.82,POR
1270,33.0,Oklahoma State,Undrafted,Undrafted,Undrafted,John Starks,195.58,GSW
1271,23.0,Minnesota,1997,1,25,John Thomas,205.74,TOR
1272,25.0,Syracuse,1996,1,18,John Wallace,205.74,TOR
1273,35.0,Richmond,1986,2,29,Johnny Newman,200.66,CLE
1274,25.0,Tennessee-Chattanooga,1997,1,17,Johnny Taylor,205.74,DEN
1275,29.0,Georgia Tech,1992,1,21,Jon Barry,195.58,SAC
1276,25.0,East Carolina,Undrafted,Undrafted,Undrafted,Jonathan Kerner,210.82,ORL
1277,31.0,Arizona,1990,2,38,Jud Buechler,198.12,DET
1278,26.0,Michigan,1994,1,5,Juwan Howard,205.74,WAS
1279,35.0,Louisiana Tech,1985,1,13,Karl Malone,205.74,UTA
1280,31.0,Alabama,Undrafted,Undrafted,Undrafted,Keith Askins,203.2,MIA
1281,24.0,Maryland,1997,1,28,Keith Booth,198.12,CHI
1282,23.0,Central Connecticut State,Undrafted,Undrafted,Undrafted,Keith Closs,220.98,LAC
1283,23.0,Utah,1997,1,2,Keith Van Horn,208.28,NJN
1284,37.0,Gonzaga,1984,1,16,John Stockton,185.42,UTA
1285,24.0,Tulane,1997,2,38,Jerald Honeycutt,205.74,PHI
1286,21.0,UCLA,1998,2,33,Jelani McCoy,208.28,SEA
1287,24.0,Kentucky,Undrafted,Undrafted,Undrafted,Jeff Sheppard,190.5,ATL
1288,36.0,Houston,1984,1,1,Hakeem Olajuwon,213.36,HOU
1289,33.0,Oklahoma,1988,1,12,Harvey Grant,205.74,PHI
1290,33.0,Oral Roberts,1989,2,49,Haywoode Workman,190.5,MIL
1291,41.0,Ohio State,1981,1,14,Herb Williams,210.82,NYK
1292,25.0,Georgia,1996,2,54,Shandon Anderson,198.12,UTA
1293,33.0,Clemson,1987,1,10,Horace Grant,208.28,ORL
1294,36.0,Tulane,1985,2,45,Hot Rod Williams,210.82,DAL
1295,26.0,Boston College,1994,2,30,Howard Eisley,187.96,UTA
1296,29.0,North Carolina,1992,1,20,Hubert Davis,195.58,DAL
1297,29.0,Arizona State,1991,2,48,Ike Austin,208.28,ORL
1298,28.0,Nevada-Las Vegas,1993,1,5,Isaiah Rider,195.58,POR
1299,22.0,UCLA,1998,2,56,J.R. Henderson,203.2,VAN
1300,31.0,North Carolina,1989,1,5,J.R. Reid,208.28,LAL
1301,24.0,Kansas,1997,1,27,Jacque Vaughn,185.42,UTA
1302,23.0,Georgetown,1998,2,43,Jahidi White,205.74,WAS
1303,26.0,Michigan,1994,1,13,Jalen Rose,203.2,IND
1304,26.0,Kentucky,1993,1,4,Jamal Mashburn,203.2,MIA
1305,23.0,Long Beach State,1997,2,32,James Cotton,195.58,SEA
1306,28.0,Alabama,1993,1,21,James Robinson,187.96,MIN
1307,24.0,Michigan State,1996,2,48,Jamie Feick,203.2,NJN
1308,27.0,South Carolina,1994,2,47,Jamie Watson,200.66,MIA
1309,31.0,Georgetown,Undrafted,Undrafted,Undrafted,Jaren Jackson,198.12,SAS
1310,26.0,Alabama,1995,1,20,Jason Caffey,203.2,GSW
1311,26.0,California,1994,1,2,Jason Kidd,193.04,PHX
1312,25.0,Texas Tech,1996,2,41,Jason Sasser,200.66,VAN
1313,23.0,Florida,1998,1,7,Jason Williams,185.42,SAC
1314,31.0,St. John's (NY),1990,1,21,Jayson Williams,205.74,NJN
1315,36.0,Iowa State,1986,2,46,Jeff Hornacek,193.04,UTA
1316,24.0,North Carolina,1996,2,37,Jeff McInnis,193.04,WAS
1317,27.0,Louisville,1994,1,25,Greg Minor,198.12,BOS
1318,32.0,Bradley,1988,1,6,Hersey Hawkins,190.5,SEA
1319,23.0,Arizona,1999,2,39,A.J. Bramlett,208.28,CLE
1320,23.0,Villanova,1999,2,30,John Celestand,193.04,LAL
1321,30.0,La Salle,1991,2,40,Doug Overton,190.5,BOS
1322,33.0,Villanova,1989,2,38,Doug West,198.12,VAN
1323,27.0,Georgia Tech,1996,2,57,Drew Barry,195.58,ATL
1324,32.0,Temple,1990,1,18,Duane Causwell,213.36,MIA
1325,24.0,Eastern Michigan,Undrafted,Undrafted,Undrafted,Earl Boykins,165.1,CLE
1326,28.0,Temple,1994,1,10,Eddie Jones,198.12,CHH
1327,24.0,Central Oklahoma,Undrafted,Undrafted,Undrafted,Eddie Robinson,205.74,CHH
1328,31.0,Clemson,1990,1,27,Elden Campbell,213.36,CHH
1329,32.0,Washington,1992,Undrafted,Undrafted,Eldridge Recasner,193.04,CHH
1330,31.0,Memphis,1991,2,37,Elliot Perry,182.88,NJN
1331,21.0,Duke,1999,1,1,Elton Brand,203.2,CHI
1332,31.0,Delaware State,Undrafted,Undrafted,Undrafted,Emanual Davis,195.58,SEA
1333,28.0,North Carolina,1994,1,9,Eric Montross,213.36,DET
1334,32.0,Providence,1991,1,21,Eric Murdock,185.42,LAC
1335,29.0,Nebraska,1994,1,15,Eric Piatkowski,200.66,LAC
1336,27.0,Michigan State,1995,2,43,Eric Snow,190.5,PHI
1337,27.0,Providence,1995,1,14,Eric Williams,203.2,BOS
1338,24.0,Mississippi State,1996,1,10,Erick Dampier,210.82,GSW
1339,26.0,Nebraska,Undrafted,Undrafted,Undrafted,Erick Strickland,190.5,DAL
1340,32.0,New Orleans,1993,1,23,Ervin Johnson,210.82,MIL
1341,27.0,Auburn-Montgomery,Undrafted,Undrafted,Undrafted,Etdrick Bohannon,205.74,LAC
1342,25.0,Northwestern,1999,2,34,Evan Eschmeyer,210.82,NJN
1343,25.0,St. John's (NY),1998,1,24,Felipe Lopez,198.12,VAN
1344,30.0,Pepperdine,1992,1,17,Doug Christie,198.12,TOR
1345,32.0,Louisville,1990,1,6,Felton Spencer,213.36,SAS
1346,27.0,Connecticut,1994,1,4,Donyell Marshall,205.74,GSW
1347,26.0,Georgetown,1995,2,58,Don Reid,203.2,WAS
1348,36.0,Georgetown,1986,2,44,David Wingate,195.58,NYK
1349,24.0,North Carolina-Charlotte,1998,2,38,DeMarco Johnson,205.74,NYK
1350,33.0,Indiana,1988,2,38,Dean Garrett,210.82,MIN
1351,26.0,Iowa State,Undrafted,Undrafted,Undrafted,Dedric Willoughby,190.5,CHI
1352,31.0,Jacksonville,1990,1,19,Dee Brown,187.96,TOR
1353,36.0,Virginia Tech,1986,1,15,Dell Curry,195.58,TOR
1354,39.0,Southeastern Oklahoma State,1986,2,27,Dennis Rodman,200.66,DAL
1355,31.0,Georgia Tech,1990,1,4,Dennis Scott,203.2,VAN
1356,25.0,Kentucky,1997,1,13,Derek Anderson,195.58,LAC
1357,25.0,Arkansas-Little Rock,1996,1,24,Derek Fisher,185.42,LAL
1358,23.0,Arkansas,Undrafted,Undrafted,Undrafted,Derek Hood,203.2,CHH
1359,32.0,Xavier,1990,2,47,Derek Strong,205.74,ORL
1360,33.0,Syracuse,1990,1,1,Derrick Coleman,208.28,CHH
1361,24.0,Eastern Michigan,1998,2,52,Derrick Dial,193.04,SAS
1362,33.0,Alabama,1987,1,9,Derrick McKey,208.28,IND
1363,37.0,Washington,1985,1,8,Detlef Schrempf,208.28,POR
1364,22.0,Augsburg,1999,1,23,Devean George,203.2,LAL
1365,28.0,Clemson,1995,Undrafted,Undrafted,Devin Gray,200.66,HOU
1366,28.0,Providence,1994,1,21,Dickey Simpkins,205.74,CHI
1367,34.0,Georgetown,1991,1,4,Dikembe Mutombo,218.44,ATL
1368,21.0,Georgia Tech,1999,1,20,Dion Glover,195.58,ATL
1369,22.0,None,1998,1,9,Dirk Nowitzki,213.36,DAL
1370,30.0,UCLA,1992,1,19,Don MacLean,208.28,PHX
1371,27.0,Connecticut,1995,2,39,Donny Marshall,200.66,CLE
1372,27.0,Iowa State,1995,2,52,Fred Hoiberg,193.04,CHI
1373,29.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Fred Vinson,193.04,SEA
1374,35.0,Michigan,1988,1,15,Gary Grant,190.5,POR
1375,27.0,Kentucky,1993,1,4,Jamal Mashburn,203.2,MIA
1376,23.0,Xavier,1999,1,18,James Posey,203.2,DEN
1377,25.0,Michigan State,1996,2,48,Jamie Feick,203.2,NJN
1378,32.0,Georgetown,Undrafted,Undrafted,Undrafted,Jaren Jackson,198.12,SAS
1379,27.0,Alabama,1995,1,20,Jason Caffey,203.2,GSW
1380,27.0,California,1994,1,2,Jason Kidd,193.04,PHX
1381,24.0,George Mason,Undrafted,Undrafted,Undrafted,Jason Miskiri,187.96,CHH
1382,22.0,Arizona,1999,1,10,Jason Terry,187.96,ATL
1383,24.0,Florida,1998,1,7,Jason Williams,185.42,SAC
1384,23.0,Texas State,1999,1,21,Jeff Foster,210.82,IND
1385,37.0,Iowa State,1986,2,46,Jeff Hornacek,193.04,UTA
1386,25.0,North Carolina,1996,2,37,Jeff McInnis,193.04,LAC
1387,22.0,UCLA,1998,2,33,Jelani McCoy,208.28,SEA
1388,24.0,Detroit Mercy,Undrafted,Undrafted,Undrafted,Jermaine Jackson,195.58,DET
1389,21.0,None,1996,1,17,Jermaine O'Neal,210.82,POR
1390,38.0,Longwood,1984,2,46,Jerome Kersey,200.66,SAS
1391,27.0,Georgetown,1996,1,26,Jerome Williams,205.74,DET
1392,25.0,North Carolina,1995,1,3,Jerry Stackhouse,198.12,DET
1393,29.0,Ohio State,1992,1,4,Jim Jackson,198.12,ATL
1394,27.0,Marquette,1994,2,32,Jim McIlvaine,215.9,NJN
1395,38.0,Arkansas,1985,1,6,Joe Kleine,210.82,POR
1396,24.0,Maryland,1995,1,1,Joe Smith,208.28,MIN
1397,27.0,Arkansas-Little Rock,Undrafted,Undrafted,Undrafted,Joe Stephens,200.66,VAN
1398,27.0,Michigan,1994,1,13,Jalen Rose,203.2,IND
1399,24.0,Georgetown,1998,2,43,Jahidi White,205.74,WAS
1400,25.0,Kansas,1997,1,27,Jacque Vaughn,185.42,UTA
1401,32.0,North Carolina,1989,1,5,J.R. Reid,205.74,MIL
1402,31.0,Oregon State,1990,1,2,Gary Payton,193.04,SEA
1403,25.0,Ohio,1995,1,11,Gary Trent,203.2,DAL
1404,29.0,North Carolina,1993,1,12,George Lynch,203.2,PHI
1405,33.0,Florida State,1989,1,7,George McCloud,203.2,DEN
1406,27.0,Nicholls State,Undrafted,Undrafted,Undrafted,Gerard King,205.74,WAS
1407,29.0,None,1993,2,30,Gheorghe Muresan,231.14,NJN
1408,33.0,Michigan,1989,1,4,Glen Rice,203.2,LAL
1409,27.0,Purdue,1994,1,1,Glenn Robinson,200.66,MIL
1410,27.0,Duke,1994,1,3,Grant Hill,203.2,DET
1411,34.0,Eastern Michigan,1988,2,33,Grant Long,205.74,VAN
1412,32.0,Nevada-Las Vegas,1991,1,12,Greg Anthony,185.42,POR
1413,29.0,Baylor,Undrafted,Undrafted,Undrafted,David Wesley,185.42,CHH
1414,23.0,Clemson,1998,2,53,Greg Buckner,193.04,DAL
1415,27.0,Kansas,1995,1,28,Greg Ostertag,218.44,UTA
1416,37.0,Houston,1984,1,1,Hakeem Olajuwon,213.36,HOU
1417,23.0,Clemson,Undrafted,Undrafted,Undrafted,Harold Jamison,203.2,MIA
1418,34.0,Oral Roberts,1989,2,49,Haywoode Workman,187.96,TOR
1419,33.0,Bradley,1988,1,6,Hersey Hawkins,190.5,CHI
1420,34.0,Clemson,1987,1,10,Horace Grant,208.28,SEA
1421,27.0,Boston College,1994,2,30,Howard Eisley,187.96,UTA
1422,30.0,North Carolina,1992,1,20,Hubert Davis,195.58,DAL
1423,30.0,Arizona State,1991,2,48,Ike Austin,208.28,WAS
1424,27.0,Pennsylvania,Undrafted,Undrafted,Undrafted,Ira Bowman,195.58,PHI
1425,29.0,Nevada-Las Vegas,1993,1,5,Isaiah Rider,195.58,ATL
1426,31.0,Texas-El Paso,1990,2,35,Greg Foster,210.82,SEA
1427,34.0,Navy,1987,1,1,David Robinson,215.9,SAS
1428,26.0,Texas Tech,Undrafted,Undrafted,Undrafted,Darvin Ham,200.66,MIL
1429,29.0,UCLA,Undrafted,Undrafted,Undrafted,Darrick Martin,180.34,SAC
1430,28.0,Duke,1994,2,29,Antonio Lang,203.2,PHI
1431,25.0,Alabama,1995,1,2,Antonio McDyess,205.74,DEN
1432,36.0,Nevada-Las Vegas,1987,1,2,Armen Gilliam,205.74,UTA
1433,35.0,None,1986,1,24,Arvydas Sabonis,220.98,POR
1434,25.0,Providence,1997,1,12,Austin Croshere,205.74,IND
1435,35.0,Southern,Undrafted,Undrafted,Undrafted,Avery Johnson,180.34,SAS
1436,32.0,Iowa,1989,1,18,B.J. Armstrong,187.96,CHI
1437,21.0,UCLA,1999,1,3,Baron Davis,190.5,CHH
1438,27.0,Arizona,1996,2,43,Ben Davis,205.74,PHX
1439,25.0,Virginia Union,Undrafted,Undrafted,Undrafted,Ben Wallace,205.74,ORL
1440,35.0,Creighton,1985,1,3,Benoit Benjamin,213.36,CLE
1441,28.0,Boston College,1994,1,22,Bill Curley,205.74,GSW
1442,37.0,St. John's (NY),1985,1,16,Bill Wennington,213.36,SAC
1443,31.0,Syracuse,1991,1,3,Billy Owens,205.74,GSW
1444,32.0,Virginia Tech,1990,2,40,Bimbo Coles,187.96,ATL
1445,29.0,Houston,Undrafted,Undrafted,Undrafted,Bo Outlaw,203.2,ORL
1446,27.0,Florida State,1995,1,17,Bob Sura,195.58,CLE
1447,27.0,Minnesota,1997,1,23,Bobby Jackson,185.42,MIN
1448,30.0,Southern,1991,2,45,Bobby Phills,195.58,CHH
1449,23.0,Ball State,1998,1,11,Bonzi Wells,195.58,POR
1450,24.0,Purdue,Undrafted,Undrafted,Undrafted,Brad Miller,213.36,CHH
1451,28.0,Oregon State,1995,1,15,Brent Barry,198.12,SEA
1452,31.0,Oklahoma,1992,2,32,Brent Price,185.42,VAN
1453,29.0,Pfeiffer,Undrafted,Undrafted,Undrafted,Antonio Harvey,210.82,POR
1454,31.0,Texas-El Paso,1990,2,45,Antonio Davis,205.74,TOR
1455,25.0,Bowling Green,1997,1,4,Antonio Daniels,193.04,SAS
1456,23.0,Kentucky,1996,1,6,Antoine Walker,205.74,BOS
1457,30.0,Stanford,1992,1,10,Adam Keefe,205.74,UTA
1458,25.0,Colgate,1997,1,8,Adonal Foyle,208.28,GSW
1459,25.0,Seton Hall,Undrafted,Undrafted,Undrafted,Adrian Griffin,195.58,BOS
1460,20.0,None,1998,1,25,Al Harrington,205.74,IND
1461,27.0,Indiana,1995,1,16,Alan Henderson,205.74,ATL
1462,23.0,Barton Community College,1999,1,12,Aleksandar Radojevic,220.98,TOR
1463,29.0,Tennessee,1993,1,11,Allan Houston,198.12,NYK
1464,25.0,Georgetown,1996,1,1,Allen Iverson,182.88,PHI
1465,30.0,Georgetown,1992,1,2,Alonzo Mourning,208.28,MIA
1466,25.0,Villanova,1997,2,47,Alvin Williams,195.58,TOR
1467,24.0,Indiana,1998,2,46,Andrae Patterson,205.74,MIN
1468,24.0,Stanford,1997,1,16,Brevin Knight,177.8,CLE
1469,24.0,Utah,1999,1,8,Andre Miller,187.96,CLE
1470,34.0,Arkansas,1988,2,28,Andrew Lang,210.82,NYK
1471,28.0,Memphis,1993,1,3,Anfernee Hardaway,200.66,PHX
1472,24.0,North Carolina,1998,1,4,Antawn Jamison,205.74,GSW
1473,30.0,Seton Hall,1991,1,15,Anthony Avent,205.74,LAC
1474,25.0,Hawaii,Undrafted,Undrafted,Undrafted,Anthony Carter,185.42,MIA
1475,25.0,College of Charleston,1997,2,39,Anthony Johnson,190.5,ORL
1476,33.0,Tennessee State,1988,3,53,Anthony Mason,203.2,CHH
1477,28.0,Michigan State,1994,2,39,Anthony Miller,205.74,HOU
1478,25.0,Bradley,1997,1,21,Anthony Parker,198.12,ORL
1479,30.0,Missouri,1992,1,15,Anthony Peeler,193.04,MIN
1480,38.0,Wichita State,1983,1,8,Antoine Carr,205.74,VAN
1481,27.0,Florida,1995,2,34,Andrew DeClercq,208.28,CLE
1482,29.0,Penn State,Undrafted,Undrafted,Undrafted,John Amaechi,208.28,ORL
1483,28.0,Xavier,1994,1,8,Brian Grant,205.74,POR
1484,24.0,Baylor,1998,1,22,Brian Skinner,205.74,LAC
1485,28.0,Clemson,1993,2,47,Chris Whitney,182.88,WAS
1486,30.0,Duke,1992,1,3,Christian Laettner,210.82,DET
1487,36.0,Auburn,1986,1,4,Chuck Person,203.2,SEA
1488,25.0,South Florida,Undrafted,Undrafted,Undrafted,Chucky Atkins,180.34,ORL
1489,32.0,North Carolina State,1989,2,43,Chucky Brown,203.2,CHH
1490,29.0,Southern Mississippi,1992,1,9,Clar. Weatherspoon,200.66,MIA
1491,33.0,Connecticut,1989,2,36,Clifford Robinson,208.28,PHX
1492,22.0,Oregon State,1998,1,28,Corey Benjamin,198.12,CHI
1493,20.0,Duke,1999,1,13,Corey Maggette,198.12,ORL
1494,31.0,Cincinnati,1993,1,25,Corie Blount,208.28,PHX
1495,26.0,Arkansas,1995,1,13,Corliss Williamson,200.66,SAC
1496,27.0,Virginia,1995,1,29,Cory Alexander,185.42,DEN
1497,24.0,Rhode Island,1998,2,41,Cuttino Mobley,193.04,HOU
1498,31.0,Clemson,1991,1,13,Dale Davis,210.82,IND
1499,39.0,Tennessee,1983,1,9,Dale Ellis,200.66,CHH
1500,23.0,Houston,Undrafted,Undrafted,Undrafted,Damon Jones,190.5,DAL
1501,26.0,Arizona,1995,1,7,Damon Stoudamire,177.8,POR
1502,34.0,Central Michigan,1988,1,14,Dan Majerle,198.12,MIA
1503,33.0,Boston College,1989,1,16,Dana Barros,180.34,BOS
1504,33.0,Duke,1989,1,2,Danny Ferry,208.28,CLE
1505,24.0,Cincinnati,1997,1,10,Danny Fortson,200.66,BOS
1506,34.0,Kansas,1988,1,1,Danny Manning,208.28,MIL
1507,32.0,Fayetteville State,Undrafted,Undrafted,Undrafted,Darrell Armstrong,185.42,ORL
1508,27.0,Michigan,1993,1,1,Chris Webber,208.28,SAC
1509,36.0,St. John's (NY),1985,1,7,Chris Mullin,200.66,IND
1510,30.0,Arizona,1993,1,22,Chris Mills,200.66,GSW
1511,24.0,Fresno State,1999,2,33,Chris Herren,187.96,DEN
1512,29.0,Cal State-Fullerton,Undrafted,Undrafted,Undrafted,Bruce Bowen,200.66,MIA
1513,20.0,None,1998,2,35,Bruno Sundov,218.44,DAL
1514,27.0,Oklahoma State,1995,1,6,Bryant Reeves,213.36,VAN
1515,29.0,Virginia,1992,1,13,Bryant Stith,195.58,DEN
1516,25.0,Valparaiso,1998,1,16,Bryce Drew,190.5,HOU
1517,29.0,Long Beach State,1993,2,45,Bryon Russell,200.66,UTA
1518,23.0,Old Dominion,1999,1,17,Cal Bowdler,208.28,ATL
1519,28.0,Indiana,1993,1,6,Calbert Cheaney,200.66,BOS
1520,24.0,Penn State,1999,2,35,Calvin Booth,210.82,WAS
1521,29.0,Tennessee State,1994,1,11,Carlos Rogers,210.82,HOU
1522,30.0,Cal State-Fullerton,1990,2,48,Cedric Ceballos,200.66,DAL
1523,34.0,California-Santa Barbara,1988,1,24,Brian Shaw,198.12,LAL
1524,25.0,Memphis,1997,2,44,Cedric Henderson,200.66,CLE
1525,36.0,Virginia Union,1985,1,9,Charles Oakley,205.74,TOR
1526,24.0,Long Island-Brooklyn,Undrafted,Undrafted,Undrafted,Charles R. Jones,190.5,LAC
1527,29.0,Florida State,1994,1,26,Charlie Ward,187.96,NYK
1528,23.0,Colorado,1997,1,3,Chauncey Billups,190.5,DEN
1529,27.0,Duke,1995,1,12,Cherokee Parks,210.82,VAN
1530,25.0,None,1997,1,18,Chris Anstey,213.36,CHI
1531,26.0,Southern Illinois,1995,2,56,Chris Carr,198.12,CHI
1532,32.0,Boise State,Undrafted,Undrafted,Undrafted,Chris Childs,190.5,NYK
1533,25.0,Marquette,1997,2,50,Chris Crawford,205.74,ATL
1534,35.0,Yale,1987,4,75,Chris Dudley,210.82,NYK
1535,32.0,Old Dominion,1991,1,16,Chris Gatling,208.28,DEN
1536,37.0,Auburn,1984,1,5,Charles Barkley,198.12,HOU
1537,36.0,Oregon State,1985,1,23,A.C. Green,205.74,LAL
1538,30.0,Virginia,Undrafted,Undrafted,Undrafted,John Crotty,187.96,DET
1539,24.0,Connecticut,1996,1,5,Ray Allen,195.58,MIL
1540,30.0,Houston,Undrafted,Undrafted,Undrafted,Sam Mack,200.66,GSW
1541,36.0,Mercer,1985,3,54,Sam Mitchell,200.66,MIN
1542,39.0,North Carolina,1984,1,4,Sam Perkins,205.74,IND
1543,24.0,Louisville,1996,1,9,Samaki Walker,205.74,SAS
1544,25.0,Kansas,1997,1,19,Scot Pollard,210.82,SAC
1545,29.0,Connecticut,1993,1,20,Scott Burrell,200.66,NJN
1546,24.0,Kentucky,1999,1,28,Scott Padgett,205.74,UTA
1547,32.0,North Carolina,Undrafted,Undrafted,Undrafted,Scott Williams,208.28,MIL
1548,34.0,Central Arkansas,1987,1,5,Scottie Pippen,200.66,POR
1549,32.0,Arizona,1989,1,3,Sean Elliott,203.2,SAS
1550,24.0,California,1998,2,44,Sean Marks,208.28,TOR
1551,30.0,Arizona,1992,2,30,Sean Rooks,208.28,DAL
1552,25.0,North Carolina,1998,2,34,Shammond Williams,185.42,SEA
1553,26.0,Georgia,1996,2,54,Shandon Anderson,198.12,HOU
1554,28.0,Louisiana State,1992,1,1,Shaquille O'Neal,215.9,LAL
1555,23.0,California,1996,1,3,Shareef Abdur-Rahim,205.74,VAN
1556,28.0,Brigham Young,1993,1,2,Shawn Bradley,228.6,DAL
1557,30.0,Trinity Valley Community College,1989,1,17,Shawn Kemp,208.28,CLE
1558,22.0,Nevada-Las Vegas,1999,1,9,Shawn Marion,200.66,PHX
1559,33.0,Syracuse,1989,2,28,Sherman Douglas,185.42,NJN
1560,31.0,Nevada-Las Vegas,1991,1,9,Stacey Augmon,203.2,POR
1561,30.0,Louisiana State,1991,1,23,Stanley Roberts,213.36,PHI
1562,23.0,Georgia Tech,1996,1,4,Stephon Marbury,187.96,NJN
1563,24.0,Minnesota,1998,1,26,Sam Jacobson,193.04,GSW
1564,23.0,Maryland,1999,1,2,Steve Francis,190.5,HOU
1565,30.0,Florida State,1993,1,24,Sam Cassell,190.5,MIL
1566,23.0,Kansas,1999,2,45,Ryan Robertson,195.58,SAC
1567,34.0,UCLA,1987,1,11,Reggie Miller,200.66,IND
1568,32.0,Kentucky,1988,1,8,Rex Chapman,193.04,PHX
1569,30.0,Kansas,1993,1,16,Rex Walters,193.04,MIA
1570,22.0,Connecticut,1999,1,7,Richard Hamilton,198.12,WAS
1571,28.0,Temple,Undrafted,Undrafted,Undrafted,Rick Brunson,193.04,NYK
1572,30.0,North Carolina,1991,1,24,Rick Fox,200.66,LAL
1573,26.0,Thomas More,Undrafted,Undrafted,Undrafted,Rick Hughes,205.74,DAL
1574,20.0,Iowa,1998,1,21,Ricky Davis,200.66,CHH
1575,33.0,Marist,1988,1,2,Rik Smits,223.52,IND
1576,29.0,Alabama,1992,1,11,Robert Horry,208.28,LAL
1577,31.0,Southern California,Undrafted,Undrafted,Undrafted,Robert Pack,187.96,DAL
1578,23.0,Michigan,1998,1,6,Robert Traylor,203.2,MIL
1579,33.0,DePaul,1988,1,19,Rod Strickland,190.5,WAS
1580,22.0,Creighton,1999,2,53,Rodney Buford,195.58,MIA
1581,29.0,Wake Forest,1993,1,9,Rodney Rogers,200.66,PHX
1582,26.0,Southern California,1997,1,24,Rodrick Rhodes,198.12,DAL
1583,36.0,Miami (OH),1986,1,8,Ron Harper,198.12,LAL
1584,24.0,Kentucky,1997,1,6,Ron Mercer,200.66,ORL
1585,24.0,Duke,1998,1,20,Roshown McLeod,203.2,ATL
1586,26.0,Alabama,1996,1,22,Roy Rogers,208.28,DEN
1587,24.0,Cincinnati,1998,2,31,Ruben Patterson,198.12,SEA
1588,26.0,Wake Forest,Undrafted,Undrafted,Undrafted,Rusty LaRue,190.5,CHI
1589,24.0,Iowa,1998,2,55,Ryan Bowen,200.66,DEN
1590,24.0,South Carolina,1998,2,48,Ryan Stack,210.82,CLE
1591,34.0,Arizona,1988,2,50,Steve Kerr,190.5,SAS
1592,26.0,Santa Clara,1996,1,15,Steve Nash,190.5,DAL
1593,31.0,Michigan State,1991,1,5,Steven Smith,203.2,POR
1594,25.0,Connecticut,1996,1,29,Travis Knight,213.36,LAL
1595,24.0,Southern Illinois,Undrafted,Undrafted,Undrafted,Troy Hudson,185.42,LAC
1596,37.0,DePaul,1985,2,35,Tyrone Corbin,198.12,SAC
1597,32.0,Xavier,1990,1,11,Tyrone Hill,205.74,PHI
1598,24.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Tyrone Nesby,198.12,LAC
1599,23.0,Nebraska,1998,1,23,Tyronn Lue,182.88,LAL
1600,34.0,Florida,1988,2,47,Vernon Maxwell,193.04,SEA
1601,28.0,Hartford,1993,1,8,Vin Baker,210.82,SEA
1602,23.0,North Carolina,1998,1,5,Vince Carter,200.66,TOR
1603,33.0,North Carolina State,1988,2,29,Vinny Del Negro,193.04,MIL
1604,25.0,Wright State,1996,1,12,Vitaly Potapenko,208.28,BOS
1605,32.0,None,1989,1,26,Vlade Divac,215.9,SAC
1606,28.0,Xavier,Undrafted,Undrafted,Undrafted,Aaron Williams,205.74,WAS
1607,27.0,Temple,1994,1,17,Aaron McKie,195.58,PHI
1608,24.0,None,1998,1,27,Vladimir Stepania,213.36,SEA
1609,24.0,Pittsburgh,1999,1,26,Vonteego Cummings,190.5,GSW
1610,27.0,Minnesota,1994,2,46,Voshon Lenard,193.04,MIA
1611,23.0,Miami (OH),1999,1,6,Wally Szczerbiak,200.66,MIN
1612,30.0,Maryland,1992,1,7,Walt Williams,203.2,HOU
1613,26.0,Kentucky,1996,1,19,Walter McCarty,208.28,BOS
